,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
296,HANNITY,  You would hate that.  ,4,24.0,6.0,host,274.0,0,Fox News,Hannity,2017-03-03
297,CASARA,  I really would.  ,4,19.0,5.0,guest,275.0,0,Fox News,Hannity,2017-03-03
298,HANNITY,"  I respect your courage.  I think the single most special quality, character trait, is courage.  And you embody it.  All these other guys embody it.  And Mr. President, I think that is what you capture in these guys.  ",4,219.0,40.0,host,276.0,0,Fox News,Hannity,2017-03-03
299,BUSH,"  Thank you.  I think the thing we ought to focus on is helping people like Danny transition because the future of our country is very bright when you think about the Dannys of the world taking leadership roles.  And that is what we are all about.  That's why this book was written, how can we help these men transition.  This guy is awesome.  ",4,344.0,65.0,guest,277.0,0,Fox News,Hannity,2017-03-03
300,HANNITY,  Pleasure to meet you.  ,4,25.0,6.0,host,278.0,0,Fox News,Hannity,2017-03-03
301,CASARA,"  Thank you, sir.  ",4,19.0,5.0,guest,279.0,0,Fox News,Hannity,2017-03-03
302,HANNITY,"  I think you're really supposed should be a preacher, though.  ",4,64.0,12.0,host,280.0,0,Fox News,Hannity,2017-03-03
303,CASARA,  I appreciate that.,4,20.0,4.0,guest,281.0,0,Fox News,Hannity,2017-03-03
304,HANNITY,"  If the president says you've got to do something, you've got to say yes.  Yes, sir.",4,85.0,17.0,host,282.0,0,Fox News,Hannity,2017-03-03
305,BUSH,"  No, he doesn't.",4,17.0,4.0,guest,283.0,0,Fox News,Hannity,2017-03-03
306,,(LAUGHTER),4,,,,,0,Fox News,Hannity,2017-03-03
307,HANNITY,"  All right, we're going to come back.  President Bush will take me on a tour of his gallery for his portraits of courage are being displayed, that more as we continue from the George W. Bush Presidential Center in Dallas, Texas.",4,229.0,42.0,host,284.0,0,Fox News,Hannity,2017-03-03
308,,(COMMERCIAL BREAK),4,,,,,0,Fox News,Hannity,2017-03-03
309,HANNITY,"  And welcome back to ""Hannity."" And we are at the George W. Bush Presidential Center.  We're in Dallas, Texas.  Earlier I had the chance to tour the gallery with President Bush and get a firsthand look at the paintings that make up ""Portraits of Courage.""",5,256.0,46.0,host,285.0,0,Fox News,Hannity,2017-03-03
310,BUSH,  This is Melissa Stark (ph).,5,29.0,6.0,guest,286.0,0,Fox News,Hannity,2017-03-03
311,HANNITY,  That is a great picture there.  You've done a number of self- portraits.  ,5,76.0,15.0,host,287.0,0,Fox News,Hannity,2017-03-03
312,BUSH,  That looks like Alfred E. Neuman.  ,5,37.0,8.0,guest,288.0,0,Fox News,Hannity,2017-03-03
313,HANNITY,  This baby girl is really cute.  ,5,34.0,8.0,host,289.0,0,Fox News,Hannity,2017-03-03
314,BUSH,"  That is Lily from Roswell, New Mexico.  This one, I met his mom and dad, and saw Willy in the hospital.  He'd never get out.  And I was shocked when I looked on the roster of people that were going to play in our golf tournament that Lily was on the tournament.  He came and played and I said could he bring his daughter by to see me.  I thought, the scar on his head points exactly to the little girl.  His brother in arms, Schumacher (ph), it's an experimental painting in a way that I didn't complete a lot of it.  ",5,520.0,104.0,guest,290.0,0,Fox News,Hannity,2017-03-03
315,HANNITY,  What part didn't you complete?  ,5,34.0,7.0,host,291.0,0,Fox News,Hannity,2017-03-03
316,BUSH,"  Like here.  This is just the hint of shoes.  But the reason I did that is I wanted to emphasize the prosthesis.  And then I love the idea of these two guys are arm-in-arm, both real good men.  ",5,195.0,40.0,guest,292.0,0,Fox News,Hannity,2017-03-03
317,HANNITY,  We talked earlier about how often you go to Bethesda and Walter Reed.  If you had to guess how many times you were over there?,5,128.0,26.0,host,293.0,0,Fox News,Hannity,2017-03-03
318,BUSH,"  Probably six times a year, I would guess.  I don't know. There's Faulkenberry (ph) who you talked to.",5,103.0,19.0,guest,294.0,0,Fox News,Hannity,2017-03-03
319,HANNITY,  That's a great shot.  And some of these guys are really great golfers.  ,5,74.0,15.0,host,295.0,0,Fox News,Hannity,2017-03-03
320,BUSH,"  Yes.  A couple of them back here are really good. Dan Evans (ph) story struck me.  He lost both legs and is now a yoga instructor and believes that yoga is an important way that people can heal. And he travels the country giving lectures.  And Jay Barkley (ph) lives in Houston.  Here's Scott Adams.  Barkley (ph) lives in Houston, 45 percent of his body burned, father of three.  He's got a good job in the private sector.  ",5,427.0,80.0,guest,296.0,0,Fox News,Hannity,2017-03-03
321,HANNITY,  You never told anybody you were painting them before you did it.  ,5,68.0,14.0,host,297.0,0,Fox News,Hannity,2017-03-03
322,BUSH,  No.  ,5,7.0,3.0,guest,298.0,0,Fox News,Hannity,2017-03-03
323,HANNITY,  Not one.  Wow.  That's amazing.,5,33.0,6.0,host,299.0,0,Fox News,Hannity,2017-03-03
324,BUSH,  This is a different style if I'm not mistaken.,5,48.0,10.0,guest,300.0,0,Fox News,Hannity,2017-03-03
325,BUSH,"  A little bit.  It evolves.  Some of them have more paint than others.  Will is a guy who works for Bell Helicopters, friend of mine, really good mountain biker. Now here is the -- this is the piece, this is 16 feet long.  And this is, you know, I painted, as you can see, except for these two guys, the uniforms were pretty uniform because they were all part of something.  Even though they were in different branches of service they were part of something bigger than themselves, serving the country.  ",5,505.0,93.0,guest,301.0,0,Fox News,Hannity,2017-03-03
326,HANNITY,"  What we're looking at, isn't this the mural of heroes?  ",5,58.0,12.0,host,302.0,0,Fox News,Hannity,2017-03-03
327,BUSH,"  Yes, it is.  It's America.  It's people from all walks of life who put on the uniform, and the volunteered to do so.  And so I tell people, what an amazing country.  And one should not feel sorry for them but we ought to be thankful to them.",5,243.0,49.0,guest,303.0,0,Fox News,Hannity,2017-03-03
328,HANNITY,  We ought to be thankful.,5,26.0,6.0,host,304.0,0,Fox News,Hannity,2017-03-03
329,BUSH,"  We ought to help them.  And that's what we did here at the Bush Center.  That's why I'm so thankful you came down because I want to talk about, to the vets who are listening, get on the BushCenter.org website. We can help you find a job and help you deal with the invisible wounds of war.  And if you ought there as a citizen and want to help, get on that website.  There are some programs in there that work.  ",5,413.0,83.0,guest,305.0,0,Fox News,Hannity,2017-03-03
330,HANNITY,"  Well, the book is phenomenal.  Each individual story is phenomenal.  And I'm impressed.  Four years in, this is pretty impressive. Mr. President, good to see you again.  Thank you, sir.  ",5,189.0,32.0,host,306.0,0,Fox News,Hannity,2017-03-03
331,BUSH,  Appreciate you coming.,5,24.0,4.0,guest,307.0,0,Fox News,Hannity,2017-03-03
332,HANNITY,"  And coming up, we'll have more ""Hannity"" right after this break as we continue from the George W. Bush Presidential Center.  We're in Dallas, Texas.   ",5,153.0,27.0,host,308.0,0,Fox News,Hannity,2017-03-03
333,,(COMMERCIAL BREAK),5,,,,,0,Fox News,Hannity,2017-03-03
334,HANNITY,"  All right, that's all the time we have left for this evening from the George W. Bush Presidential Center, ""Portraits in Courage,"" gives you a lot to think about, the brave men and women, their sacrifices for our freedoms.  Thanks for being with us.  We'll see you back tomorrow night.   ",6,289.0,52.0,host,309.0,0,Fox News,Hannity,2017-03-03
335,,END,6,,,,,0,Fox News,Hannity,2017-03-03
0,"SEAN HANNITY, HOST"," And welcome to ""Hannity."" ""The Great One,"" a rare appearance, Mark Levin -- he'll be here in just a minute. But first, it's time to cut through all the clutter, break down what we know about wiretapping and politically motivated investigation by the Obama administration. And that is tonight's ""Opening Monologue."" All right, so over the weekend, President Donald Trump set off a firestorm and he tweeted the following, quote, ""How low has President Obama gone to tap my phones during the very sacred election process? This (ph) Nixon, Watergate, bad or sick guy."" Now, predictably, the left, Democrats, their cronies at the alt left propaganda destroy Trump media, they went into full-on meltdown mode and declared the president to be a liar once again. Now, there's also been some pushback from the FBI Director James Comey.  We'll get to that in a minute. And now for weeks on this program, on my radio show, I've been discussing what? What I call Obama's shadow government and the career bureaucrats who are actively working against President Trump from inside the government.  Many of these are people that are President Obama holdovers, and I've been telling you about we the people, that there are other people in the intelligence community purposely leaking information to try and damage and destroy President Trump and the advisers, of course, that surround him. One by one, every adviser, they have been smeared. They have been slandered. They have been besmirched, even his children, even his wife and daughter. We've also been reporting on how the alt-left propaganda destroy Trump media is colluding with these leakers and deep state bureaucrats with the sole purpose of stopping President Trump's agenda, to try and delegitimize the president with the hopes of eventually removing the president from power, overturning a free election. Now, is this a conspiracy theory, paranoia? No. Why? There's a disturbing pattern that's going on here. Now, let's take a look at the case of former Trump national security adviser, that's retired Lieutenant General Michael Flynn. Remember news reports, a December call Flynn made to the Russian ambassador, captured by what The New York Times described as a, quote, ""routine wiretap"" of Russian diplomats and that phone? Well, now, it's not out of the ordinary, by the way, of our government to monitor foreign officials. That's the smart thing they do. But protections which are known as minimization procedures have been put in place to protect Americans that are not under warrant, American citizens that are caught up in their surveillance. And by the way, that their identities are protected, their constitutional rights are to be protected. Now, this, of course, was not the case with Lieutenant General Flynn because we know a transcript of his call was created and then given to intelligence officials, who then leaked this information, which is a felony, to the press that printed it. Now, back in February, when all this was going down, the House Intelligence Committee chairman -- and that's Congressman Devin Nunes -- he called it, quote, ""unprecedented,"" and then he joined us on this show to explain.  Let's take a look.",1,3186.0,525.0,host,1.0,0,Fox News,Hannity,2017-03-06
1,,"(BEGIN VIDEO CLIP, FEB. 15)",1,,,,,0,Fox News,Hannity,2017-03-06
2,HANNITY," Isn't this the type of thing where if you have a rogue -- if you have rogue intelligence people and they're intercepting, illegally intercepting phone calls of Americans, that's illegal. And this -- in other words, if, in fact, they wanted to get the intel, or for example, hack into the phone of, in this particular case, General Flynn, wouldn't they have to get a court subpoena to do so?",1,391.0,71.0,host,2.0,1,Fox News,Hannity,2017-03-06
3,"REP. DEVIN NUNES, R-CALIF."," That's correct. And I am not aware that they did that. So my guess is, is that the intelligence agencies did not do this. What I'm assuming is, is that this was picked up as they were tracking someone else. And if that's the case, that would have had to go up to the highest levels of the Obama administration to get approval to unmask who that person is, and in this case, it was General Flynn.",1,396.0,78.0,guest,3.0,1,Fox News,Hannity,2017-03-06
4,,(END VIDEO CLIP),1,,,,,1,Fox News,Hannity,2017-03-06
5,HANNITY," Now, this is just the tip of the iceberg. Now, Fox News has not been able to confirm this, but the day before the election, November 7th, 2016, the website HeatStreet, they published a report. It had the following headline. Quote, ""Exclusive, FBI granted FISA warrant covering Trump camp's ties to Russia."" And according to HeatStreet, in October of 2016, the Obama administration went to the FISA court, which grants warrants for surveillance for potential spies or terrorists to monitor, which HeatStreet described as, quote, ""U.S. persons in Donald Trump's campaign with ties to Russia."" Now, this was part of a larger probe into Russian banks. Now, other outlets like the BBC, The Guardian have also reported that a FISA court warrant was, in fact, granted. And this is not an isolated incident, either. There are countless examples of various federal agencies under President Obama looking into activities of intercepting communications with people associated with the Trump campaign. For example, McClatchy D.C. posted a story back in January, headline, quote, ""FBI, five other agencies probe possible covert Kremlin aid to Trump."" On the day of the inauguration, January 20th, the front page of The New York Times ran an article with this headline -- ""Wiretap data used in inquiry of Trump aides."" There's also explosive reports from The Times, the-alt left propaganda destroy Trump at all costs media has given very little coverage to. In other words, it's not the right-wing conspiracy, it's them. It reads in part, quote, ""In its final days, the Obama administration expanded the power of the National Security Agency to share globally intercepted personal communications with the government's 16 other intelligence agencies before applying privacy protections."" Now, why would President Obama wait until the last minute, two weeks before he's leaving office, the issue that order, an order that did not apply to him for eight years? To me, the opinion is obvious. He wanted as much information, whether it's true or not, to be available to his appointed deep state shadow government officials so they could do exactly what we're seeing -- leak it to the press and try and hurt the president with less likelihood that they're going to get caught. Now, listen closely as I read the statement that was released by Obama's spokesperson over the weekend. Pay very close attention. ""A cardinal rule of the Obama administration was that no White House official ever interfered with any independent investigation led by the Department of Justice. As part of that practice, neither President Obama nor any White House official ever"" -- key words -- ""ordered surveillance on any U.S. citizen. Any suggestion otherwise is simply false."" OK, they didn't order it. Did they know about it? That statement never said that President Obama did not know about it, just that he didn't order it. Even President Obama's former speech writer noted this on Twitter this past weekend. Now, the question that we need answered is very simple and very basic, and it's this: Did, in fact, the president of the United States -- what did he know and when did he know it? In other words, did the president have any answers about surveillance of an opposition candidate in the middle of an election? Now, the American people deserve the truth, but he doesn't have much credibility on the issue. Why? Because his administration wiretapped the phone of our own colleague, James Rosen! There's also former Attorney General Michael Mukasey who knows a thing or two about this entire process.  Here's what he said.",1,3589.0,593.0,host,4.0,0,Fox News,Hannity,2017-03-06
