,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
149,INGRAHAM," Yes, well, I think McConnell was right in his point, this is a 200 year Senate tradition that will be forever changed. And Chuck Schumer, I mean, I hate to say this during a Sunday during Lent but, he's absolutely fraudulent in the way he characterizes this. There has never been a partisan filibuster of a Supreme Court nominee. When my former boss was confirmed, during all of the controversy surrounding Clarence Thomas, there wasn't a filibuster. He was confirmed. And it wasn't the largest of margins, but he was confirmed. The vote went forward and he -- you know, he ended up sitting on the Supreme Court, much to the consternation of the left. But -- but this is just -- this is -- this is ridiculous at this point. ",5,725.0,133.0,guest,120.0,0,Fox News,Fox News Sunday,2017-04-02
150,WALLACE," But you -- but, I mean, look, nobody comes into this with clean hands. I mean Republicans were filibustering lower court judges in the Bush administration -- not in the Bush administration, in the Clinton administration. I mean this has gone back and forth. ",5,259.0,46.0,host,121.0,0,Fox News,Fox News Sunday,2017-04-02
151,INGRAHAM," Well, but this -- the Supreme Court nomination process has never gotten to this point where there is a -- a threaten of a partisan filibuster. McConnell -- I mean McConnell is -- he knows this stuff inside and out and he’s completely right the way he characterizes it.  Now, I understand that the Democrats don't want Neil Gorsuch to be on the court. I got that. But he's going to be on the court. This, in the end, hurts Chuck Schumer, this hurts the Democrats because if -- if you get rid of, you know, this rule -- this -- this rule, now you will only be able to have 52 justices to -- to confirm the next nominee. That could be --",5,635.0,126.0,guest,122.0,0,Fox News,Fox News Sunday,2017-04-02
152,WALLACE," Fifty-one senators, yes.",5,25.0,4.0,host,123.0,0,Fox News,Fox News Sunday,2017-04-02
153,INGRAHAM, Fifty-one senators. And it could be the next opening will come in June. ,5,73.0,15.0,guest,124.0,0,Fox News,Fox News Sunday,2017-04-02
154,WALLACE," Well, that's what I want to pick up on with you, Gerry. As -- as explosive as this is, this is a conservative judge, Scalia, being replaced by another conservative judge, Gorsuch. There is a lot of talk, and it’s speculation, who knows, in June that Anthony Kennedy, the key swing vote in the Senate, might retire. And at that point Trump is -- is naming somebody who can shift the balance of the court for three decades. ",5,423.0,80.0,host,125.0,0,Fox News,Fox News Sunday,2017-04-02
155,SEIB," Right, and that's the argument that some Democrats even are using for not invoking -- letting the nuclear option be invoked this time. This is not an appointment that changes the ideological balance of the court. This preserves it. It’s a status quo shift. The next one probably won't be, or may not be. So maybe you ought to preserve your firepower until then.  I think the problem right now is there -- my colleague, Jess Bravin, wrote a good piece this week saying there are dueling narratives here. The Democratic narrative is, this is a stolen Supreme Court seat. This belonged to Merrick Garland. It was supposed to be filled by President Obama. Republicans stopped it. Republicans say there was a national referendum on who should be on the Supreme Court. It was called the presidential election. We won. This is basically a mandate. Those two can’t be reconciled.",5,872.0,152.0,guest,126.0,0,Fox News,Fox News Sunday,2017-04-02
156,WALLACE," No, that's right, and as -- as I say, there are no clean hands in this, and there’s perfect hypocrisy.  Let's turn to the Trump agenda in the wake of the health care defeat. And the first big issue, which I talked about with Senator McConnell, which is the real possibility of a government shutdown on April 28th.  Julie, the president has been attacking members of the House Freedom Caucus this week, at least they’re talking about reaching out to Senate Democrats and House Democrats. Do you have the sense that they have any legislative strategy going forward on this issue, the -- preventing a shutdown or anything else? ",5,626.0,113.0,host,127.0,0,Fox News,Fox News Sunday,2017-04-02
157,PACE, No.,5,4.0,2.0,guest,128.0,0,Fox News,Fox News Sunday,2017-04-02
158,WALLACE," OK, Gillian.",5,13.0,3.0,host,129.0,0,Fox News,Fox News Sunday,2017-04-02
159,PACE," Moving on. No, look, I mean they -- they talk about a government shutdown and feeling confident that they are going to be able to -- to avoid that. They talk about reaching out to Democrats. They talk about trying to put pressure on the House Freedom Caucus, but it's largely just talk at this point. And when you -- when you look at the Democrats, there is almost no indication that Democrats are ready to start working with this administration on even something like an infrastructure package, which in theory should have some bipartisan support.  And when it comes to the House Freedom Caucus, you -- you see these guys responding to these tweets from Trump. They are not feeling the pressure. They are not backing away. And this has always been a relationship that has been a little odd between Trump and the Freedom Caucus because they may all be outsiders, they may all want to shake up Washington, but the Freedom Caucus guys come in with a really clear ideology. ",5,972.0,176.0,guest,130.0,0,Fox News,Fox News Sunday,2017-04-02
160,WALLACE," Quick -- quick, specific question that I also asked McConnell. Is the president, do you think, willing to shut down the government to insist that funding for the wall, $1.5 billion, be in the spending bill, which Democrats say will blow it up? ",5,245.0,45.0,host,131.0,0,Fox News,Fox News Sunday,2017-04-02
161,PACE," That is a great question. And that, I think, could be -- could be a real pressure point here. I mean if Trump is willing to go for the mat for the wall funding, it's going to be hard, I think, for him to get support on -- on both sides for that. ",5,247.0,55.0,guest,132.0,0,Fox News,Fox News Sunday,2017-04-02
162,WALLACE," And I was going to say, you -- then his supporters will say, you promised us a wall and --",5,91.0,21.0,host,133.0,0,Fox News,Fox News Sunday,2017-04-02
163,PACE, You promised us this. This is one of the clearest promises of that campaign. ,5,78.0,16.0,guest,134.0,0,Fox News,Fox News Sunday,2017-04-02
164,WALLACE," We asked you for questions for the panel, and on the growing divide inside the GOP, we got this tweet from someone known as Frank The Tank who writes, ""is it really"" -- on the divide inside the GOP -- ""is it really a divide, or are they just playing politics as usual at the expense of the people?""  Gillian, how do you answer Frank the Tank?",5,343.0,69.0,host,135.0,0,Fox News,Fox News Sunday,2017-04-02
165,TURNER, I --,5,,,,136.0,0,Fox News,Fox News Sunday,2017-04-02
166,WALLACE, And I want you to address him by name as you answer.,5,53.0,13.0,host,137.0,0,Fox News,Fox News Sunday,2017-04-02
167,TURNER," Mr. Tank, is that? Mr. Tank, this is for you. I think whether this started out, you know, as more politics as usual or is really grounded in ideological opposition is debatable, depending on what side of the aisle you sit on. But what’s clear to people like me, who sit somewhere in between, is that this has now become a very real divide. Maybe entrenched in the wake of the collapse of the health care bill. I think what we’re seeing in the last few days especially is, the White House digging in its heels. They’ve drawn up, as you mentioned, a kind of -- a hit list where they’re now targeting people individually, like representative --",5,642.0,119.0,guest,138.0,0,Fox News,Fox News Sunday,2017-04-02
168,WALLACE, By -- by name in tweets. ,5,26.0,8.0,host,139.0,0,Fox News,Fox News Sunday,2017-04-02
169,TURNER," By name. Representatives Amash, Meadows, Sanford, there’s a few others. And what we’re seeing on the side of the Freedom Caucus is, they’re now gearing up for their future. You know, what is -- what is our role going to look like in the tax reform debate? What are we going to -- how are we going to make inroads there. So I think, again, the -- the origins of this and what the original sin is, is kind of OBE at this point, but the battle lines have been drawn now and I don't see a way that this is going to improve over the next few --",5,540.0,110.0,guest,140.0,0,Fox News,Fox News Sunday,2017-04-02
170,WALLACE," And -- and -- and as I said to Julie, the question is, is there an end game here? Does the administration have a game if they’re going to alienate the House Freedom Caucus and not reach out to Democrats, there's a problem.  Thank you, panel. See you next Sunday.  Up next, our ""Power Player of the Week,"" NASA's new eye on the universe.",5,337.0,67.0,host,141.0,0,Fox News,Fox News Sunday,2017-04-02
